match_id,match_title,event,date,format,teams,score,maps_played,patch,pick_ban_info
318926,BBL Esports vs Team Heretics,Champions Tour 2024: EMEA Stage 1,2024-04-18 11:00:00,Bo3,BBL Esports vs Team Heretics,2 - 0,2,Patch 8.05,BBL ban Lotus; TH ban Ascent; BBL pick Split; TH pick Sunset; BBL ban Bind; TH ban Breeze; Icebox remains
318927,Team Vitality vs FUT Esports,Champions Tour 2024: EMEA Stage 1,2024-04-18 13:15:00,Bo3,Team Vitality vs FUT Esports,2 - 1,3,Patch 8.05,FUT ban Breeze; VIT ban Bind; FUT pick Ascent; VIT pick Icebox; FUT ban Lotus; VIT ban Split; Sunset remains
318928,Team Liquid vs GIANTX,Champions Tour 2024: EMEA Stage 1,2024-04-19 11:00:00,Bo3,Team Liquid vs GIANTX,2 - 1,3,Patch 8.05,GX ban Split; TL ban Breeze; GX pick Lotus; TL pick Icebox; GX ban Sunset; TL ban Bind; Ascent remains
318929,FNATIC vs Movistar KOI(KOI),Champions Tour 2024: EMEA Stage 1,2024-04-19 14:55:00,Bo3,FNATIC vs Movistar KOI(KOI),2 - 0,2,Patch 8.05,FNC ban Sunset; MKOI ban Lotus; FNC pick Bind; MKOI pick Icebox; FNC ban Split; MKOI ban Ascent; Breeze remains
318930,Team Liquid vs Team Heretics,Champions Tour 2024: EMEA Stage 1,2024-04-24 11:00:00,Bo3,Team Liquid vs Team Heretics,0 - 2,2,Patch 8.07,TH ban Split; TL ban Breeze; TH pick Sunset; TL pick Bind; TH ban Ascent; TL ban Icebox; Lotus remains
318931,Team Vitality vs Gentle Mates,Champions Tour 2024: EMEA Stage 1,2024-04-24 13:00:00,Bo3,Team Vitality vs Gentle Mates,0 - 2,2,Patch 8.07,VIT ban Ascent; M8 ban Bind; VIT pick Icebox; M8 pick Sunset; VIT ban Lotus; M8 ban Split; Breeze remains
318932,FNATIC vs FUT Esports,Champions Tour 2024: EMEA Stage 1,2024-04-25 11:00:00,Bo3,FNATIC vs FUT Esports,0 - 2,2,Patch 8.07,FUT ban Breeze; FNC ban Sunset; FUT pick Split; FNC pick Lotus; FUT ban Icebox; FNC ban Ascent; Bind remains
318933,BBL Esports vs Natus Vincere,Champions Tour 2024: EMEA Stage 1,2024-04-25 13:30:00,Bo3,BBL Esports vs Natus Vincere,2 - 1,3,Patch 8.07,NAVI ban Icebox; BBL ban Breeze; NAVI pick Ascent; BBL pick Sunset; NAVI ban Lotus; BBL ban Bind; Split remains
318934,Team Vitality vs GIANTX,Champions Tour 2024: EMEA Stage 1,2024-04-26 11:00:00,Bo3,Team Vitality vs GIANTX,2 - 1,3,Patch 8.07,GX ban Bind; VIT ban Ascent; GX pick Lotus; VIT pick Breeze; GX ban Icebox; VIT ban Split; Sunset remains
318935,Karmine Corp vs Movistar KOI(KOI),Champions Tour 2024: EMEA Stage 1,2024-04-26 14:10:00,Bo3,Karmine Corp vs Movistar KOI(KOI),2 - 1,3,Patch 8.07,MKOI ban Lotus; KC ban Ascent; MKOI pick Sunset; KC pick Icebox; MKOI ban Split; KC ban Breeze; Bind remains
318936,BBL Esports vs GIANTX,Champions Tour 2024: EMEA Stage 1,2024-05-01 11:00:00,Bo3,BBL Esports vs GIANTX,0 - 2,2,Patch 8.07,GX ban Icebox; BBL ban Lotus; GX pick Bind; BBL pick Sunset; GX ban Ascent; BBL ban Breeze; Split remains
318937,Karmine Corp vs Team Heretics,Champions Tour 2024: EMEA Stage 1,2024-05-01 13:00:00,Bo3,Karmine Corp vs Team Heretics,1 - 2,3,Patch 8.07,KC ban Sunset; TH ban Split; KC pick Icebox; TH pick Lotus; KC ban Ascent; TH ban Breeze; Bind remains
318938,Team Vitality vs Movistar KOI(KOI),Champions Tour 2024: EMEA Stage 1,2024-05-02 11:00:00,Bo3,Team Vitality vs Movistar KOI(KOI),1 - 2,3,Patch 8.07,MKOI ban Lotus; VIT ban Bind; MKOI pick Split; VIT pick Breeze; MKOI ban Sunset; VIT ban Ascent; Icebox remains
318939,Natus Vincere vs FNATIC,Champions Tour 2024: EMEA Stage 1,2024-05-02 13:55:00,Bo3,Natus Vincere vs FNATIC,2 - 1,3,Patch 8.07,FNC ban Sunset; NAVI ban Icebox; FNC pick Breeze; NAVI pick Ascent; FNC ban Split; NAVI ban Lotus; Bind remains
318940,Team Liquid vs Gentle Mates,Champions Tour 2024: EMEA Stage 1,2024-05-03 11:00:00,Bo3,Team Liquid vs Gentle Mates,2 - 0,2,Patch 8.07,TL ban Breeze; M8 ban Bind; TL pick Lotus; M8 pick Icebox; TL ban Split; M8 ban Ascent; Sunset remains
318941,BBL Esports vs FUT Esports,Champions Tour 2024: EMEA Stage 1,2024-05-03 12:50:00,Bo3,BBL Esports vs FUT Esports,0 - 2,2,Patch 8.07,FUT ban Sunset; BBL ban Lotus; FUT pick Bind; BBL pick Icebox; FUT ban Breeze; BBL ban Split; Ascent remains
341816,FNATIC vs Team Liquid,Champions Tour 2024: EMEA Stage 1,2024-05-08 11:00:00,Bo3,FNATIC vs Team Liquid,2 - 1,3,Patch 8.07,TL ban Breeze; FNC ban Sunset; TL pick Ascent; FNC pick Icebox; TL ban Split; FNC ban Bind; Lotus remains
341817,Natus Vincere vs Team Heretics,Champions Tour 2024: EMEA Stage 1,2024-05-08 14:20:00,Bo3,Natus Vincere vs Team Heretics,0 - 2,2,Patch 8.07,TH ban Ascent; NAVI ban Breeze; TH pick Lotus; NAVI pick Split; TH ban Icebox; NAVI ban Sunset; Bind remains
341818,Karmine Corp vs FNATIC,Champions Tour 2024: EMEA Stage 1,2024-05-09 11:00:00,Bo3,Karmine Corp vs FNATIC,0 - 2,2,Patch 8.07,FNC ban Sunset; KC ban Ascent; FNC pick Breeze; KC pick Bind; FNC ban Split; KC ban Icebox; Lotus remains
341819,FUT Esports vs Team Heretics,Champions Tour 2024: EMEA Stage 1,2024-05-09 13:30:00,Bo3,FUT Esports vs Team Heretics,0 - 2,2,Patch 8.07,TH ban Ascent; FUT ban Breeze; TH pick Lotus; FUT pick Split; TH ban Icebox; FUT ban Bind; Sunset remains
341820,FNATIC vs Team Heretics,Champions Tour 2024: EMEA Stage 1,2024-05-10 11:00:00,Bo3,FNATIC vs Team Heretics,0 - 2,2,Patch 8.07,TH ban Ascent; FNC ban Sunset; TH pick Lotus; FNC pick Breeze; TH ban Icebox; FNC ban Bind; Split remains
341822,Karmine Corp vs FUT Esports,Champions Tour 2024: EMEA Stage 1,2024-05-10 13:30:00,Bo3,Karmine Corp vs FUT Esports,0 - 2,2,Patch 8.07,KC ban Ascent; FUT ban Breeze; KC pick Icebox; FUT pick Sunset; KC ban Split; FUT ban Bind; Lotus remains
341823,FNATIC vs FUT Esports,Champions Tour 2024: EMEA Stage 1,2024-05-11 11:00:00,Bo5,FNATIC vs FUT Esports,3 - 1,4,Patch 8.07,FNC ban Sunset; FUT ban Lotus; FNC pick Icebox; FUT pick Bind; FNC pick Breeze; FUT pick Split; Ascent remains
341821,Team Heretics vs FNATIC,Champions Tour 2024: EMEA Stage 1,2024-05-12 11:00:00,Bo5,Team Heretics vs FNATIC,2 - 3,5,Patch 8.07,TH ban Ascent; TH ban Icebox; TH pick Sunset; FNC pick Bind; TH pick Lotus; FNC pick Split; Breeze remains
